bias,Age of vehicle,engine capacity (cc),Fuel consumption (metric combined),Noise level (dB(A)),fuel type,gearbox,PM emissions (g/km),Nox emissions (g/km),HC+Nox emissions(g/km),HC emissions (g/km),Euro standard,CO2 emission (g/km),CO emissions (g/km)
1,-0.295829059,-0.695160386,-0.842005272,-0.009915057,-1.277345062,-1.68056389,0.02,0.167,0.21,,4,155,0.332
1,0.597885841,0.142084735,-0.842005272,0.142972463,-1.277345062,0.360397637,0.03,0.378,,0.05,3,161,0.49
1,0.374457116,0.142084735,-0.842005272,0.142972463,-1.277345062,0.360397637,0.03,0.378,,0.05,3,161,0.49
1,0.151028391,0.142084735,-0.842005272,0.142972463,-1.277345062,0.360397637,0.03,0.378,,0.05,3,161,0.49
1,-0.072400334,0.142084735,-0.842005272,0.142972463,-1.277345062,0.360397637,0.03,0.378,,0.05,3,161,0.49
1,-0.74268651,1.231059701,-0.842005272,-0.060877563,-1.277345062,0.088269433,0.03,0.139,0.167,NA,5,156,0.35
1,0.430314297,-0.120771291,-0.842005272,-0.009915057,-1.277345062,0.360397637,0.03,0.45,0.48,NA,3,156,0.24
1,0.597885841,-0.258457781,-0.842005272,-0.009915057,-1.277345062,-1.408435687,0.03,0.455,0.487,NA,3,159,0.184
1,0.821314566,0.142084735,-0.842005272,0.04104745,-1.277345062,0.768589942,0.04,0.393,,0.047,3,159,0.373
1,0.821314566,0.142084735,-0.842005272,0.04104745,-1.277345062,0.360397637,0.04,0.36,,0.05,3,157,0.02
1,1.044743291,0.142084735,-0.842005272,0.04104745,-1.277345062,0.360397637,0.04,0.36,,0.05,3,157,0.02
1,0.597885841,0.142084735,-0.842005272,0.142972463,-1.277345062,0.768589942,0.04,0.454,,0.059,3,161,0.305
1,0.374457116,0.142084735,-0.842005272,0.142972463,-1.277345062,0.768589942,0.04,0.454,,0.059,3,161,0.305
1,0.151028391,0.142084735,-0.842005272,0.142972463,-1.277345062,0.768589942,0.04,0.454,,0.059,3,161,0.305
1,-0.072400334,0.142084735,-0.842005272,0.142972463,-1.277345062,0.768589942,0.04,0.454,,0.059,3,161,0.305
1,1.044743291,-0.258457781,-0.842005272,0.092009956,-1.277345062,0.360397637,0.04,0.353,0.418,,3,159,0.327
1,-1.412972685,-0.992785728,-0.842005272,-0.009915057,0.782047997,0.360397637,N/A,0.019,,0.035,5,139,0.159
1,-1.412972685,-0.96775182,-0.842005272,-0.009915057,0.782047997,0.360397637,N/A,0.019,,0.035,5,139,0.159
1,-0.966115235,-1.170804624,-0.842005272,-0.009915057,0.782047997,0.360397637,N/A,0.04,,0.04,4,139,0.565
1,-0.519257785,-1.170804624,-0.842005272,-0.009915057,0.782047997,0.360397637,N/A,0.04,,0.04,4,139,0.566
1,-0.74268651,-1.170804624,-0.842005272,-0.009915057,0.782047997,0.360397637,N/A,0.04,,0.04,4,139,0.566
1,-0.295829059,-0.158322152,-0.842005272,-0.009915057,-1.277345062,-0.047794669,NA,0.196,0.212,NA,4,156,0.055
1,-0.295829059,-1.384983608,-0.842005272,0.010469946,0.782047997,-1.68056389,,0.011,0.043,0.032,4,139,0.392
1,0.430314297,-0.120771291,-0.797389488,-0.009915057,-1.277345062,0.360397637,0.02,0.21,0.22,NA,4,158,0.14
1,-0.295829059,0.207451048,-0.797389488,-0.009915057,-1.277345062,0.768589942,0.02,0.24,0.24,NA,4,158,0.02
1,-0.295829059,-0.695160386,-0.797389488,-0.009915057,-1.277345062,-1.68056389,0.02,0.167,0.21,,4,159,0.332
1,0.597885841,-0.258457781,-0.797389488,-0.009915057,-1.277345062,-1.408435687,0.03,0.455,0.487,NA,3,162,0.22
1,0.821314566,-0.818939149,-0.797389488,0.092009956,-1.277345062,0.360397637,0.04,0.417,,,3,158,0.16
1,0.374457116,-0.818939149,-0.797389488,0.092009956,-1.277345062,0.360397637,0.04,0.417,0.428,,3,158,0.16
1,-2.53011631,-0.672908024,-0.797389488,-0.009915057,0.782047997,0.360397637,N/A,0.018,,0.028,6,138,0.298
1,-1.63640141,-0.672908024,-0.797389488,-0.009915057,0.782047997,0.360397637,N/A,0.008,,0.033,5,139,0.115
1,-2.306687585,-0.672908024,-0.797389488,0.04104745,0.782047997,-0.319922872,N/A,0.012,,0.039,6,139,0.294
1,-2.53011631,-0.672908024,-0.797389488,0.04104745,0.782047997,-0.319922872,N/A,0.012,,0.039,6,139,0.294
1,1.268172016,-1.507371599,-0.797389488,-0.009915057,0.782047997,0.224333535,N/A,0.028,,0.064,3,149,0.614
1,1.044743291,-1.507371599,-0.797389488,-0.009915057,0.782047997,0.224333535,N/A,0.041,,0.066,3,149,0.584
1,-0.314597072,-1.090139811,-0.797389488,-0.213765083,0.782047997,0.360397637,NA,0.01,NA,0.04,4,141,0.39
1,-0.072400334,-0.685424977,-0.797389488,0.04104745,0.782047997,0.360397637,NA,0.014,,0.058,4,144,0.148
1,0.151028391,-0.96218873,-0.797389488,-0.060877563,0.782047997,0.360397637,NA,0.033,NA,0.064,4,144,0.218
1,-0.519257785,-0.953844094,-0.797389488,-0.060877563,0.782047997,0.360397637,,0.008,0.033,0.025,4,142,0.245
1,-0.74268651,-0.953844094,-0.797389488,-0.060877563,0.782047997,0.360397637,,0.008,0.033,0.025,4,142,0.245
1,0.374457116,-1.030336588,-0.797389488,-0.009915057,0.782047997,0.360397637,,0.036,,0.036,3,144,0.384
1,1.268172016,-1.505980826,-0.797389488,-0.009915057,0.782047997,0.360397637,,0.025,,0.071,4,144,0.209
1,0.151028391,-0.13606979,-0.797389488,-0.009915057,-1.277345062,0.768589942,,0.229,0.249,,4,158,0.115
1,-0.072400334,-0.126334382,-0.752773703,-0.060877563,-1.277345062,0.768589942,0,0.199,0.21,0.011,4,163,0.085
1,-0.295829059,0.207451048,-0.752773703,0.04104745,-1.277345062,0.768589942,0,0.11,0.15,NA,4,161,0.11
1,0.430314297,-0.120771291,-0.752773703,0.015566197,-1.277345062,0.360397637,0,0.11,0.15,NA,4,161,0.21
1,-0.519257785,-0.126334382,-0.752773703,-0.009915057,-1.277345062,0.768589942,0,0.218,0.229,,4,163,0.045
1,-0.072400334,-0.158322152,-0.752773703,-0.009915057,-1.277345062,0.768589942,0.02,0.23,0.267,NA,4,160,0.15
1,0.151028391,-0.133288245,-0.752773703,-0.060877563,-1.277345062,-0.047794669,0.02,0.197,0.224,,4,165,0.092
1,0.151028391,-0.158322152,-0.752773703,-0.009915057,-1.277345062,1.721038655,0.02,0.237,0.279,,4,165,0.178
1,0.374457116,-0.126334382,-0.752773703,0.092009956,-1.277345062,0.360397637,0.03,0.34,0.374,,3,160,0.15
1,0.597885841,0.142084735,-0.752773703,0.04104745,-1.277345062,0.768589942,0.04,0.406,,0.043,3,161,0.336
1,0.374457116,0.142084735,-0.752773703,0.04104745,-1.277345062,0.768589942,0.04,0.455,,0.051,3,164,0.187
1,0.821314566,-1.02060118,-0.752773703,-0.11184007,0.782047997,0.224333535,N/A,0.033,,0.047,3,147,0.662
1,1.044743291,-1.02060118,-0.752773703,-0.11184007,0.782047997,0.224333535,N/A,0.033,,0.047,3,147,0.662
1,1.044743291,-1.507371599,-0.752773703,-0.264727589,0.782047997,-0.319922872,N/A,0.022,,0.077,3,149,0.517
1,1.268172016,-1.507371599,-0.752773703,-0.264727589,0.782047997,-0.319922872,N/A,0.029,,0.106,3,149,0.828
1,1.044743291,-0.96218873,-0.752773703,-0.060877563,0.782047997,0.360397637,NA,0.025,,0.068,4,146,0.258
1,-1.506812749,-0.672908024,-0.752773703,0.04104745,0.782047997,-0.319922872,NA,0.007,NA,0.039,5,142,0.262
1,-1.897813018,-0.672908024,-0.752773703,0.04104745,0.782047997,-0.319922872,NA,0.007,NA,0.039,5,142,0.262
1,-0.072400334,-1.384983608,-0.752773703,-0.060877563,0.782047997,-1.68056389,,0.008,0.039,0.031,4,145,0.278
1,-0.295829059,-0.953844094,-0.752773703,-0.060877563,0.782047997,0.360397637,,0.011,0.052,0.041,4,145,0.361
1,0.821314566,-1.505980826,-0.752773703,-0.009915057,0.782047997,0.360397637,,0.012,,0.052,3,146,0.42
1,-0.295829059,0.207451048,-0.708157919,0.010469946,-1.277345062,0.768589942,0,0.087,0.131,NA,4,164,0.209
1,-0.295829059,0.207451048,-0.708157919,0.04104745,-1.277345062,0.768589942,0,0.11,0.15,NA,4,163,0.11
1,-0.74268651,-0.158322152,-0.708157919,-0.009915057,-1.277345062,1.721038655,0.01,0.121,0.149,NA,5,164,0.267
1,0.430314297,-0.120771291,-0.708157919,-0.060877563,-1.277345062,0.360397637,0.02,0.28,0.29,NA,3,165,0.16
1,0.374457116,0.142084735,-0.708157919,-0.009915057,-1.277345062,0.224333535,0.04,0.378,,0.048,3,170,0.336
1,0.151028391,0.142084735,-0.708157919,-0.009915057,-1.277345062,0.224333535,0.04,0.378,,0.048,3,170,0.336
1,1.268172016,-0.258457781,-0.708157919,-2.405152862,-1.277345062,1.721038655,0.04,0.406,,NA,3,167,0.158
1,-0.74268651,-0.158322152,-0.708157919,0.092009956,-1.277345062,1.721038655,0.13,0.14,0.16,NA,5,163,0.13
1,-0.74268651,-0.672908024,-0.708157919,-0.11184007,0.782047997,1.040718146,NA,0.019,NA ,0.035,5,146,0.387
1,-1.506812749,-0.672908024,-0.708157919,0.04104745,0.782047997,0.768589942,NA,0.009,NA,0.038,5,143,0.492
1,-1.897813018,-0.672908024,-0.708157919,0.04104745,0.782047997,0.768589942,NA,0.009,NA,0.038,5,143,0.492
1,-0.295829059,-0.682643432,-0.708157919,-0.009915057,0.782047997,0.360397637,,0.012,0.043,0.031,4,152,0.425
1,0.597885841,-1.030336588,-0.708157919,-0.11184007,0.782047997,0.360397637,,0.01,0.044,0.034,3,150,0.4
1,0.597885841,-1.030336588,-0.708157919,-0.009915057,0.782047997,0.360397637,,0.02,,0.038,3,150,0.32
1,-0.519257785,-0.953844094,-0.708157919,-0.060877563,0.782047997,-1.68056389,,0.007,0.051,0.044,4,146,0.216
1,-0.74268651,-0.953844094,-0.708157919,-0.060877563,0.782047997,-1.68056389,,0.007,0.051,0.044,4,146,0.216
1,-0.072400334,-0.949671776,-0.708157919,-0.009915057,0.782047997,0.360397637,,0.013,0.069,0.056,4,146,0.582
1,-0.314597072,-0.116598973,-0.663542135,-0.060877563,-1.277345062,0.768589942,0.02,0.22,0.23,NA,4,167,0.1
1,-0.295829059,-0.96775182,-0.663542135,0.092009956,0.782047997,0.360397637,N/A,0.022,,0.032,4,154,0.483
1,-0.519257785,-0.96775182,-0.663542135,0.092009956,0.782047997,0.360397637,N/A,0.022,,0.032,4,154,0.483
1,-0.74268651,-0.96775182,-0.663542135,0.092009956,0.782047997,0.360397637,N/A,0.022,,0.032,4,154,0.483
1,-0.072400334,-0.96775182,-0.663542135,-0.009915057,0.782047997,0.360397637,N/A,0.019,,0.037,4,150,0.586
1,-0.295829059,-0.96775182,-0.663542135,-0.009915057,0.782047997,0.360397637,N/A,0.019,,0.037,4,150,0.586
1,-1.859830135,-0.672908024,-0.663542135,-0.11184007,0.782047997,-0.319922872,N/A,0.016,,0.052,5,145,0.439
1,-2.08325886,-0.672908024,-0.663542135,-0.11184007,0.782047997,-0.319922872,N/A,0.016,,0.052,5,145,0.439
1,0.374457116,-1.088749039,-0.663542135,-0.101647568,0.782047997,-1.68056389,NA,0.01,NA,0.07,4,150,0.72
1,1.268172016,-1.505980826,-0.663542135,-0.009915057,0.782047997,0.360397637,,0.012,,0.048,3,151,0.564
1,1.044743291,-1.505980826,-0.663542135,-0.009915057,0.782047997,0.360397637,,0.012,,0.048,3,149,0.564
1,-0.295829059,-0.158322152,-0.61892635,0.092009956,-1.277345062,1.721038655,0,0.192,0.205,NA,4,173,0.033
1,-0.74268651,-0.158322152,-0.61892635,0.092009956,-1.277345062,1.721038655,0,0.192,0.205,NA,4,173,0.033
1,0.151028391,-0.158322152,-0.61892635,-0.009915057,-1.277345062,0.768589942,0.02,0.23,0.267,NA,4,172,0.15
1,1.268172016,0.142084735,-0.61892635,0.142972463,-1.277345062,0.224333535,0.03,0.396,,0.042,3,168,0.212
1,1.044743291,0.142084735,-0.61892635,0.142972463,-1.277345062,0.224333535,0.03,0.396,,0.042,3,168,0.212
1,0.597885841,0.142084735,-0.61892635,-0.009915057,-1.277345062,0.224333535,0.04,0.411,,0.024,3,175,0.287
1,1.268172016,-0.258457781,-0.61892635,-0.11184007,-1.277345062,-1.68056389,0.04,0.299,0.34,,3,173,0.207
1,1.044743291,-0.258457781,-0.61892635,-0.11184007,-1.277345062,-1.68056389,0.04,0.299,0.34,,3,173,0.207
1,1.044743291,-0.126334382,-0.61892635,0.092009956,-1.277345062,0.360397637,0.04,0.327,0.348,,3,169,0.134
1,0.821314566,-0.126334382,-0.61892635,0.092009956,-1.277345062,0.360397637,0.04,0.327,0.348,,3,169,0.134
1,0.597885841,-0.126334382,-0.61892635,0.092009956,-1.277345062,0.360397637,0.04,0.327,0.348,,3,169,0.134
1,-0.74268651,0.207451048,-0.61892635,-0.009915057,-1.277345062,-1.136307483,0.4,0.081,90,NA,5,169,0.05
1,0.821314566,-1.02060118,-0.61892635,-0.162802576,0.782047997,-0.319922872,N/A,0.035,,0.068,3,155,0.628
1,1.044743291,-1.02060118,-0.61892635,-0.162802576,0.782047997,-0.319922872,N/A,0.035,,0.068,3,155,0.628
1,1.268172016,-0.96218873,-0.61892635,0.04104745,0.782047997,0.360397637,,0.023,,0.043,4,154,0.251
1,1.268172016,-1.030336588,-0.61892635,-0.11184007,0.782047997,0.360397637,,0.01,,0.044,3,154,0.49
1,0.597885841,-1.030336588,-0.61892635,-0.11184007,0.782047997,0.360397637,,0.01,0.054,0.044,3,154,0.49
1,0.430314297,-0.120771291,-0.574310566,0.076721204,-1.277345062,0.360397637,0.03,0.43,0.43,NA,3,173,0.04
1,0.821314566,-0.258457781,-0.574310566,-0.213765083,-1.277345062,-1.68056389,0.03,0.432,0.456,NA,3,176,0.115
1,1.268172016,-0.258457781,-0.574310566,-0.213765083,-1.277345062,-1.68056389,0.03,0.432,0.456,NA ,3,176,0.115
1,1.044743291,-0.258457781,-0.574310566,-0.213765083,-1.277345062,-1.68056389,0.03,0.432,0.456,NA ,3,176,0.115
1,-0.74268651,0.207451048,-0.574310566,-0.009915057,-1.277345062,-1.136307483,0.4,0.081,90,NA,5,171,0.049
1,-0.072400334,-0.158322152,-0.574310566,-0.009915057,-1.277345062,-1.408435687,AN,0.167,0.209,na,4,175,0.224
1,-1.859830135,-0.645092571,-0.574310566,-0.11184007,0.782047997,-0.319922872,N/A,0.007,,0.026,6,153,0.236
1,-2.08325886,-0.645092571,-0.574310566,-0.11184007,0.782047997,-0.319922872,N/A,0.007,,0.026,6,153,0.236
1,-2.306687585,-0.645092571,-0.574310566,-0.11184007,0.782047997,-0.319922872,N/A,0.007,,0.026,6,153,0.236
1,-2.53011631,-0.645092571,-0.574310566,-0.11184007,0.782047997,-0.319922872,N/A,0.007,,0.026,6,153,0.236
1,-2.753545036,-0.645092571,-0.574310566,-0.11184007,0.782047997,-0.319922872,N/A,0.007,,0.26,6,153,0.236
1,-0.74268651,-0.672908024,-0.574310566,0.04104745,0.782047997,0.360397637,NA,0.01,NA,0.03,4,152,0.21
1,-0.74268651,-0.672908024,-0.574310566,0.04104745,0.782047997,0.360397637,NA,0.01,NA,0.03,4,153,0.21
1,-0.74268651,-0.400316589,-0.574310566,-0.009915057,0.782047997,0.768589942,NA,0.02,NA,0.03,4,154,0.21
1,-0.74268651,-0.672908024,-0.574310566,-0.162802576,0.782047997,0.768589942,NA,0.011,NA ,0.026,5,153,0.372
1,-2.697687854,-0.116598973,-0.574310566,-0.162802576,0.782047997,-1.136307483,NA,0.023,NA,0.042,6,152,0.309
1,-2.697687854,-0.131897472,-0.574310566,-0.172995078,0.782047997,-1.136307483,NA,0.024,NA,0.042,6,152,0.309
1,-2.697687854,-0.394753499,-0.574310566,0.092009956,0.782047997,1.040718146,NA,0.014,NA,0.047,6,150,0.278
1,0.151028391,-0.96218873,-0.574310566,-0.009915057,0.782047997,0.360397637,,0.019,,0.032,4,156,0.176
1,0.597885841,-0.671517251,-0.574310566,-0.060877563,0.782047997,0.360397637,,0.04,0.081,0.041,3,156,0.44
1,-0.519257785,-0.120771291,-0.529694782,-0.060877563,-1.277345062,0.768589942,0,0.131,,0.033,4,174,0.359
1,-0.519257785,1.231059701,-0.529694782,0.092009956,-1.277345062,1.721038655,0,0.15,0.174,NA,4,172,0.131
1,1.268172016,-0.258457781,-0.529694782,-0.213765083,-1.277345062,-1.272371585,0.003,0.45,,NA,3,178,0.033
1,-0.314597072,0.207451048,-0.529694782,-0.137321323,-1.277345062,0.768589942,0.02,0.22,0.23,NA,4,173,0.16
1,1.044743291,-0.258457781,-0.529694782,-0.009915057,-1.277345062,-1.272371585,0.03,0.45,0.462,,3,178,0.033
1,0.374457116,-0.258457781,-0.529694782,0.04104745,-1.277345062,1.721038655,0.04,0.385,0.405,NA,3,177,0.155
1,1.268172016,-0.258457781,-0.529694782,0.092009956,-1.277345062,0.768589942,0.04,0.387,0.464,,3,178,0.463
1,0.597885841,0.142084735,-0.529694782,-0.060877563,-1.277345062,0.224333535,0.05,0.387,,0.111,3,181,0.206
1,0.374457116,0.142084735,-0.529694782,-0.060877563,-1.277345062,0.224333535,0.05,0.387,,0.111,3,181,0.206
1,0.151028391,0.142084735,-0.529694782,-0.060877563,-1.277345062,0.224333535,0.05,0.387,,0.111,3,181,0.206
1,-0.74268651,0.207451048,-0.529694782,-0.009915057,-1.277345062,-1.136307483,0.4,0.081,90,NA,5,174,0.05
1,-0.74268651,1.231059701,-0.529694782,0.092009956,-1.277345062,0.088269433,0.9,0.165,0.185,NA,5,174,0.208
1,-2.753545036,-0.672908024,-0.529694782,-0.11184007,0.782047997,-0.319922872,N/A,0.022,,0.029,6,152,0.876
1,-1.18954396,-0.672908024,-0.529694782,-0.142417574,0.782047997,0.360397637,N/A,0.019,,0.035,5,151,0.3
1,-1.412972685,-0.672908024,-0.529694782,-0.142417574,0.782047997,0.360397637,N/A,0.019,,0.035,5,151,0.3
1,-0.966115235,-0.672908024,-0.529694782,-0.142417574,0.782047997,0.360397637,N/A,0.032,,0.035,5,151,0.3
1,-0.295829059,-0.672908024,-0.529694782,-0.009915057,0.782047997,0.360397637,N/A,0.016,,0.037,4,156,0.318
1,-0.072400334,-0.96775182,-0.529694782,0.092009956,0.782047997,0.360397637,N/A,0.035,,0.037,4,158,0.595
1,-0.072400334,-0.672908024,-0.529694782,-0.009915057,0.782047997,0.360397637,N/A,0.016,,0.038,4,158,0.358
1,-0.295829059,-0.672908024,-0.529694782,-0.009915057,0.782047997,0.360397637,N/A,0.016,,0.038,4,158,0.358
1,-0.519257785,-0.672908024,-0.529694782,-0.009915057,0.782047997,0.360397637,N/A,0.016,,0.038,4,158,0.358
1,-0.74268651,-0.672908024,-0.529694782,-0.009915057,0.782047997,0.360397637,N/A,0.016,,0.038,4,158,0.358
1,-1.412972685,-0.672908024,-0.529694782,-0.009915057,0.782047997,0.360397637,N/A,0.019,,0.04,5,149,0.223
1,-1.412972685,-0.672908024,-0.529694782,-0.009915057,0.782047997,0.360397637,N/A,0.019,,0.04,5,149,0.233
1,0.821314566,-0.811985286,-0.529694782,-0.11184007,0.782047997,0.360397637,N/A,0.028,,0.052,3,160,0.684
1,-0.295829059,-1.170804624,-0.529694782,-0.060877563,0.782047997,-1.68056389,N/A,0.028,,0.084,4,161,0.705
1,-0.519257785,-1.170804624,-0.529694782,-0.060877563,0.782047997,-1.68056389,N/A,0.028,,0.084,4,159,0.705
1,-0.74268651,-1.170804624,-0.529694782,-0.060877563,0.782047997,-1.68056389,N/A,0.028,,0.084,4,161,0.705
1,-0.74268651,-1.170804624,-0.529694782,-0.060877563,0.782047997,-1.68056389,N/A,0.028,,0.084,4,159,0.705
1,1.268172016,-0.811985286,-0.529694782,-0.11184007,0.782047997,0.360397637,N/A,0.084,,0.087,3,158,0.504
1,-0.295829059,-0.672908024,-0.529694782,0.04104745,0.782047997,0.768589942,NA,0.046,,0.025,4,158,0.066
1,-0.74268651,-0.400316589,-0.529694782,-0.009915057,0.782047997,0.768589942,NA,0.02,NA,0.03,4,155,0.21
1,-0.74268651,-0.418396633,-0.529694782,0.092009956,0.782047997,0.768589942,NA,0.034,,0.043,5,153,0.303
1,0.374457116,-0.672908024,-0.529694782,0.04104745,0.782047997,0.768589942,NA,0.051,,0.065,4,158,0.26
1,-0.74268651,-0.672908024,-0.529694782,-0.162802576,0.782047997,0.768589942,NA,0.011,NA ,0.026,5,154,0.371
1,-2.697687854,-0.394753499,-0.529694782,0.092009956,0.782047997,1.040718146,NA,0.014,NA,0.047,6,153,0.278
1,-0.295829059,0.856941865,-0.485078997,-0.060877563,-1.277345062,-1.408435687,0,0.141,0.16,NA,4,179,0.214
1,-0.295829059,-0.13606979,-0.485078997,0.092009956,-1.277345062,1.721038655,0,0.191,0.201,NA,4,177,0.01
1,-0.74268651,0.207451048,-0.485078997,-0.009915057,-1.277345062,-1.136307483,0.4,0.081,90,NA,5,176,0.049
1,0.821314566,-0.811985286,-0.485078997,-0.11184007,0.782047997,0.360397637,N/A,0.028,,0.052,3,160,0.684
1,1.044743291,-0.811985286,-0.485078997,-0.11184007,0.782047997,0.360397637,N/A,0.028,,0.052,3,160,0.684
1,0.597885841,-0.811985286,-0.485078997,-0.11184007,0.782047997,0.360397637,N/A,0.028,,0.052,3,160,0.684
1,0.374457116,-0.811985286,-0.485078997,-0.11184007,0.782047997,0.360397637,N/A,0.028,,0.052,3,160,0.684
1,0.151028391,-0.811985286,-0.485078997,-0.11184007,0.782047997,0.360397637,N/A,0.028,,0.052,3,160,0.684
1,-0.072400334,-0.811985286,-0.485078997,-0.11184007,0.782047997,0.360397637,N/A,0.028,,0.052,3,160,0.684
1,-0.295829059,-0.672908024,-0.485078997,-0.11184007,0.782047997,0.360397637,N/A,0.026,,0.062,4,162,0.236
1,-0.74268651,-0.677080342,-0.485078997,-0.009915057,0.782047997,-0.047794669,NA,0.019,,0.024,4,159,0.24
1,-0.74268651,-0.672908024,-0.485078997,0.04104745,0.782047997,0.768589942,NA,0.01,NA,0.03,4,158,0.23
1,-0.74268651,-0.400316589,-0.485078997,0.04104745,0.782047997,-0.319922872,NA,0.01,NA,0.04,4,157,0.24
1,0.430314297,-0.951062549,-0.485078997,-0.11184007,0.782047997,0.360397637,NA,0.02,NA,0.07,4,159,0.47
1,-0.072400334,-0.949671776,-0.485078997,-0.11184007,0.782047997,-1.68056389,,0.13,0.044,0.031,4,159,0.221
1,0.151028391,-0.13606979,-0.485078997,-0.162802576,-1.277345062,-0.047794669,,0.193,0.217,,4,177,0.106
1,-0.519257785,-0.120771291,-0.440463213,0.000277445,-1.277345062,0.768589942,0,0.174,,0.021,4,179,0.213
1,-0.314597072,-0.116598973,-0.440463213,-0.009915057,-1.277345062,0.768589942,0,0.15,0.21,NA,4,178,0.21
1,-0.072400334,0.856941865,-0.440463213,-0.009915057,-1.277345062,-1.408435687,0,0.188,0.21,NA,4,179,0.166
1,1.268172016,-0.149977516,-0.440463213,-0.060877563,-1.277345062,0.224333535,0.04,0.388,,0.029,3,179,0.35
1,-0.74268651,1.231059701,-0.440463213,-0.162802576,-1.277345062,1.448910451,0.09,0.165,0.185,NA,5,179,0.208
1,-0.74268651,0.207451048,-0.440463213,-0.009915057,-1.277345062,-1.136307483,1.6,0.064,74,NA,5,178,0.086
1,-0.74268651,-0.672908024,-0.440463213,-0.009915057,0.782047997,-1.68056389,N/A,0.014,,0.044,4,159,0.192
