bias,Age of vehicle,engine capacity (cc),Fuel consumption (metric combined),Noise level (dB(A)),fuel type,gearbox,PM emissions (g/km),Nox emissions (g/km),HC+Nox emissions(g/km),HC emissions (g/km),Euro standard,CO2 emission (g/km),CO emissions (g/km)
1,-0.519257785,0.564879613,0.808778749,-0.025203809,0.782047997,0.768589942,N/A,0.019,,0.034,4,230,0.371
1,0.597885841,0.564879613,0.808778749,-0.055781313,0.782047997,0.224333535,N/A,0.028,,0.041,3,230,0.75
1,-0.072400334,0.564879613,0.808778749,0.000277445,0.782047997,-1.68056389,N/A,0.025,,0.048,4,231,0.658
1,-0.295829059,0.564879613,0.808778749,0.000277445,0.782047997,-1.68056389,N/A,0.025,,0.048,4,231,0.658
1,0.374457116,0.564879613,0.808778749,-0.101647568,0.782047997,-1.816627992,N/A,0.025,,0.08,3,231,0.287
1,1.268172016,-0.418396633,0.808778749,-0.060877563,0.782047997,-1.272371585,,0.037,,0.041,4,233,0.392
1,0.151028391,-0.117989746,0.808778749,0.092009956,0.782047997,-1.68056389,,0.012,0.06,0.048,3,230,0.492
1,1.044743291,0.576005794,0.853394533,-0.009915057,-1.277345062,1.312846349,0.04,0.378,0.408,NA ,3,262,0.082
1,-0.072400334,-0.116598973,0.853394533,-0.076166315,0.782047997,-1.68056389,N/A,0.022,,0.04,4,232,0.314
1,0.821314566,-0.120771291,0.853394533,-0.091455067,0.782047997,-1.816627992,N/A,0.072,,0.138,3,232,0.323
1,1.268172016,-0.120771291,0.853394533,-0.091455067,0.782047997,-1.816627992,N/A,0.072,,0.138,3,232,0.323
1,1.044743291,-0.120771291,0.853394533,-0.091455067,0.782047997,-1.816627992,N/A,0.072,,0.138,3,232,0.323
1,1.268172016,-0.116598973,0.853394533,-0.137321323,0.782047997,0.360397637,N/A,N/A,0.252,N/A,2,233,0.937
1,1.044743291,-0.116598973,0.853394533,-0.137321323,0.782047997,0.360397637,N/A,N/A,0.252,N/A,2,233,0.937
1,1.044743291,0.432756214,0.853394533,0.04104745,0.782047997,-1.408435687,NA,0.035,,0.05,4,233,0.274
1,-0.74268651,1.270001335,0.853394533,0.092009956,0.782047997,1.312846349,NA,0.046,,0.052,5,225,0.413
1,0.597885841,1.243576655,0.853394533,0.092009956,0.782047997,-1.408435687,NA,0.036,,0.053,4,233,0.343
1,0.151028391,1.243576655,0.853394533,0.092009956,0.782047997,-1.408435687,NA,0.036,,0.053,4,233,0.343
1,0.430314297,0.389642262,0.853394533,-0.239246336,0.782047997,-1.68056389,NA,0.02,NA,0.07,3,233,0.35
1,0.151028391,1.539811224,0.853394533,0.142972463,0.782047997,-0.047794669,,0.02,,0.036,4,231,0.365
1,1.268172016,-0.418396633,0.853394533,0.092009956,0.782047997,0.768589942,,0.017,,0.061,4,233,0.545
1,-0.295829059,0.564879613,0.898010318,-0.060877563,-1.277345062,0.768589942,0,0.309,,0.029,4,264,0.111
1,-0.519257785,0.564879613,0.898010318,-0.060877563,-1.277345062,0.768589942,0,0.309,,0.029,4,264,0.111
1,-0.74268651,0.564879613,0.898010318,-0.060877563,-1.277345062,0.768589942,0,0.309,,0.029,4,264,0.111
1,0.597885841,2.578718375,0.898010318,-0.11184007,-1.277345062,1.312846349,0.04,0.369,0.384,NA,4,265,0.133
1,0.374457116,2.578718375,0.898010318,-0.11184007,-1.277345062,1.312846349,0.04,0.369,0.384,NA,3,265,0.133
1,0.821314566,0.809655595,0.898010318,0.04104745,-1.277345062,0.360397637,0.06,0.632,,0.116,3,260,0.747
1,0.597885841,0.809655595,0.898010318,0.04104745,-1.277345062,0.360397637,0.06,0.632,,0.116,3,260,0.747
1,1.044743291,0.809655595,0.898010318,-0.009915057,-1.277345062,0.360397637,0.06,N/A,1.05,N/A,2,260,0.677
1,0.374457116,0.809655595,0.898010318,0.04104745,-1.277345062,0.360397637,N/A,0.632,,0.116,3,260,0.747
1,0.821314566,0.432756214,0.898010318,-0.009915057,0.782047997,0.360397637,NA,0.018,,0.046,4,235,0.367
1,1.268172016,0.374343764,0.898010318,0.04104745,0.782047997,0.360397637,,0.012,,0.054,3,235,0.552
1,0.597885841,0.374343764,0.898010318,0.092009956,0.782047997,0.360397637,,0.012,0.066,0.054,3,235,0.552
1,0.821314566,1.211588884,0.942626102,0.04104745,-1.277345062,-1.68056389,0.05,0.662,,0.056,3,262,0.18
1,0.597885841,1.211588884,0.942626102,0.04104745,-1.277345062,-1.68056389,0.05,0.662,,0.056,3,262,0.18
1,0.374457116,1.211588884,0.942626102,0.04104745,-1.277345062,-1.68056389,0.05,0.662,,0.056,3,262,0.18
1,0.821314566,0.809655595,0.942626102,0.04104745,-1.277345062,0.360397637,0.06,0.632,,0.116,3,263,0.747
1,0.597885841,0.809655595,0.942626102,0.04104745,-1.277345062,0.360397637,0.06,0.632,,0.116,3,263,0.747
1,1.044743291,0.809655595,0.942626102,-0.009915057,-1.277345062,0.360397637,0.06,N/A,1.05,N/A,2,263,0.677
1,-0.072400334,0.432756214,0.942626102,0.092009956,0.782047997,0.768589942,NA,0.017,,0.037,4,238,0.604
1,0.374457116,1.448020231,0.942626102,0.092009956,0.782047997,-1.408435687,NA ,0.056,,0.079,4,238,0.599
1,1.044743291,0.527328752,0.987241886,0.142972463,-1.277345062,1.584974553,0.16,,1.196,,2,270,0.162
1,0.597885841,-0.116598973,0.987241886,-0.11184007,0.782047997,-1.816627992,N/A,0.007,,0.05,3,237,0.287
1,0.374457116,-0.116598973,0.987241886,-0.11184007,0.782047997,-1.816627992,N/A,0.007,,0.05,3,237,0.287
1,0.821314566,-0.116598973,0.987241886,-0.11184007,0.782047997,-1.816627992,N/A,0.07,,0.5,3,237,0.287
1,0.374457116,1.539811224,0.987241886,0.092009956,0.782047997,-0.047794669,NA,0.014,,0.068,4,250,0.686
1,0.151028391,0.798529414,0.987241886,0.092009956,0.782047997,-1.68056389,,0.004,,0.03,3,237,0.542
1,1.268172016,0.432756214,1.031857671,-0.009915057,0.782047997,0.360397637,NA,0.036,,0.047,4,242,0.229
1,1.044743291,0.432756214,1.031857671,-0.009915057,0.782047997,0.360397637,NA,0.036,,0.047,4,242,0.229
1,1.268172016,-0.117989746,1.031857671,-0.060877563,0.782047997,-1.68056389,,0.012,,0.088,3,241,1.21
1,-0.519257785,0.564879613,1.076473455,-0.11184007,-1.277345062,-1.272371585,0.01,0.361,,0.029,4,276,0.076
1,-0.74268651,0.564879613,1.076473455,-0.11184007,-1.277345062,-1.272371585,0.01,0.361,,0.029,4,276,0.076
1,-0.74268651,3.308874004,1.076473455,-0.060877563,-1.277345062,-1.136307483,0.03,0.33,0.34,NA,4,270,0.08
1,-0.072400334,1.752599436,1.076473455,-0.11184007,0.782047997,-1.272371585,,0.013,0.07,0.057,4,245,0.367
1,0.430314297,1.25192129,1.121089239,0.086913706,-1.277345062,-1.68056389,0.07,0.52,0.53,NA,3,274,0.08
1,0.430314297,1.25192129,1.121089239,0.086913706,-1.277345062,-1.68056389,0.07,0.52,0.52,NA,3,274,0.8
1,0.374457116,0.798529414,1.121089239,-0.060877563,0.782047997,-1.68056389,,0,,0.036,3,247,0.108
1,0.821314566,0.798529414,1.121089239,-0.060877563,0.782047997,-1.68056389,,0.012,,0.036,3,247,0.108
1,1.268172016,0.571833476,1.121089239,-0.11184007,0.782047997,-1.68056389,,0.012,,0.055,3,246,0.5
1,1.268172016,-0.117989746,1.121089239,-0.009915057,0.782047997,-1.68056389,,0.05,,0.07,3,247,0.36
1,0.597885841,-0.117989746,1.121089239,-0.009915057,0.782047997,-1.68056389,,0.05,0.12,0.07,3,247,0.36
1,-0.072400334,1.231059701,1.165705024,0.04104745,-1.277345062,1.312846349,0.05,0.342,0.381,NA,4,279,0.274
1,0.430314297,1.25192129,1.165705024,0.086913706,-1.277345062,-1.68056389,0.07,0.52,0.53,NA,3,277,0.08
1,0.821314566,0.798529414,1.165705024,0.04104745,0.782047997,0.768589942,,0.048,,0.02,3,250,0.144
1,0.374457116,0.798529414,1.165705024,0.04104745,0.782047997,0.768589942,,0.048,,0.02,3,250,0.144
1,-1.18954396,2.244932945,1.210320808,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,5,245,0.146
1,-1.412972685,2.244932945,1.210320808,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,5,245,0.146
1,-1.63640141,2.244932945,1.210320808,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,5,245,0.146
1,-1.859830135,2.244932945,1.210320808,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,5,245,0.146
1,-2.08325886,2.244932945,1.210320808,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,5,245,0.146
1,-0.966115235,2.244932945,1.210320808,-0.086358816,0.782047997,-1.000243381,N/A,0.023,,0.026,5,245,0.147
1,1.268172016,1.260265926,1.210320808,-0.137321323,0.782047997,-1.816627992,N/A,0.05,,0.122,3,252,0.421
1,1.044743291,1.260265926,1.210320808,-0.137321323,0.782047997,-1.816627992,N/A,0.05,,0.122,3,252,0.421
1,-0.295829059,0.564879613,1.210320808,-3.675342374,-1.277345062,-1.272371585,N/A,0.01,,0.361,4,283,0.029
1,0.430314297,2.895814534,1.254936592,0.025758698,-1.277345062,-1.272371585,0.07,0.61,0.64,NA,3,282,0.37
1,-0.295829059,2.895814534,1.254936592,0.025758698,-1.277345062,-1.272371585,0.07,0.61,0.64,NA,3,282,0.37
1,1.044743291,0.809655595,1.254936592,0.092009956,-1.277345062,-1.68056389,0.1,N/A,0.36,N/A,2,279,1.765
1,-0.966115235,2.244932945,1.254936592,0.061432452,0.782047997,0.768589942,N/A,0.016,,0.019,5,248,0.21
1,-1.18954396,2.244932945,1.254936592,0.061432452,0.782047997,0.768589942,N/A,0.039,,0.019,5,248,0.21
1,-1.412972685,2.244932945,1.254936592,0.061432452,0.782047997,0.768589942,N/A,0.039,,0.019,5,248,0.21
1,-1.63640141,2.244932945,1.254936592,0.061432452,0.782047997,0.768589942,N/A,0.039,,0.019,5,248,0.21
1,-1.859830135,2.244932945,1.254936592,0.061432452,0.782047997,0.768589942,N/A,0.039,,0.019,5,248,0.21
1,-2.08325886,2.244932945,1.254936592,0.061432452,0.782047997,0.768589942,N/A,0.039,,0.019,5,248,0.21
1,-2.306687585,2.244932945,1.254936592,-0.086358816,0.782047997,0.768589942,N/A,0.039,,0.019,6,248,0.21
1,-2.53011631,2.244932945,1.254936592,-0.086358816,0.782047997,0.768589942,N/A,0.039,,0.019,6,248,0.21
1,-2.753545036,2.244932945,1.254936592,-0.086358816,0.782047997,0.768589942,N/A,0.039,,0.019,6,248,0.21
1,-0.072400334,0.798529414,1.254936592,-0.11184007,0.782047997,-1.68056389,,0.012,0.042,0.03,4,252,0.348
1,1.044743291,0.809655595,1.299552377,0.04104745,-1.277345062,-1.68056389,0.12,N/A,0.777,N/A,2,283,0.508
1,-0.072400334,1.448020231,1.299552377,0.092009956,0.782047997,1.721038655,NA,0.038,,0.056,4,255,0.808
1,0.374457116,0.799920187,1.299552377,-0.060877563,0.782047997,-1.68056389,,0,,0.046,3,256,0.56
1,0.821314566,0.799920187,1.299552377,-0.060877563,0.782047997,-1.68056389,,0.012,,0.046,3,256,0.56
1,1.268172016,1.211588884,1.344168161,-0.060877563,-1.277345062,-1.816627992,0.05,N/A,1.02,N/A,2,287,0.6
1,1.044743291,1.211588884,1.344168161,-0.060877563,-1.277345062,-1.816627992,0.05,N/A,1.02,N/A,2,287,0.6
1,0.821314566,1.211588884,1.344168161,0.086913706,-1.277345062,0.224333535,0.06,0.62,,0.09,3,288,0.49
1,-0.295829059,1.211588884,1.344168161,0.086913706,-1.277345062,0.224333535,0.06,0.62,,0.09,3,288,0.49
1,0.821314566,1.211588884,1.344168161,0.000277445,-1.277345062,-1.816627992,0.08,0.55,,0.09,3,287,0.51
1,-0.295829059,1.211588884,1.344168161,0.000277445,-1.277345062,-1.816627992,0.08,0.55,,0.09,3,287,0.51
1,1.268172016,1.211588884,1.344168161,0.092009956,-1.277345062,0.224333535,0.08,N/A,1,N/A,2,288,0.43
1,1.044743291,1.211588884,1.344168161,0.092009956,-1.277345062,0.224333535,0.08,N/A,1,N/A,2,288,0.43
1,0.430314297,0.389642262,1.344168161,0.092009956,0.782047997,-1.68056389,NA,0.01,NA,0.03,4,259,0.14
1,0.151028391,1.448020231,1.344168161,-0.009915057,0.782047997,1.312846349,NA,0.062,,0.08,4,259,0.749
1,-0.519257785,1.211588884,1.388783946,0.066528703,-1.277345062,0.496461739,0.06,0.33,,0.04,4,288,0.22
1,-0.74268651,1.211588884,1.388783946,0.066528703,-1.277345062,0.496461739,0.06,0.33,,0.04,4,288,0.22
1,-0.966115235,1.969559965,1.388783946,-0.11693632,0.782047997,-0.319922872,N/A,0.004,,0.043,4,261,0.493
1,-0.295829059,1.448020231,1.388783946,-0.060877563,0.782047997,1.312846349,NA,0.041,,0.091,4,259,0.828
1,1.268172016,0.958468266,1.388783946,-0.009915057,0.782047997,1.584974553,,0.023,,0.028,4,262,0.275
1,1.268172016,-0.116598973,1.43339973,30.05796378,0.782047997,-1.68056389,N/A,N/A,0.311,N/A,2,267,0.47
1,1.044743291,-0.116598973,1.43339973,-0.305497594,0.782047997,-1.68056389,N/A,N/A,0.311,N/A,2,267,0.47
1,1.268172016,0.958468266,1.43339973,0.092009956,0.782047997,1.176782248,na,0.042,,0.038,4,264,0.338
1,0.821314566,0.432756214,1.43339973,0.04104745,0.782047997,1.584974553,NA,0.026,,0.044,4,264,0.257
1,0.430314297,1.270001335,1.43339973,-0.137321323,0.782047997,-1.68056389,NA,0.02,NA,0.07,3,263,0.29
1,1.268172016,-0.13606979,1.43339973,0.04104745,0.782047997,-1.68056389,,0.066,,0.088,4,264,0.775
1,0.430314297,2.895814534,1.478015514,0.153164964,-1.277345062,0.360397637,0.08,0.58,0.62,NA,3,292,0.62
1,-0.295829059,2.895814534,1.478015514,0.153164964,-1.277345062,0.360397637,0.08,0.58,0.62,NA,3,292,0.62
1,0.151028391,1.448020231,1.478015514,-0.060877563,0.782047997,1.312846349,NA,0.041,,0.091,4,266,0.828
1,1.044743291,0.958468266,1.478015514,0.04104745,0.782047997,1.176782248,,0.012,,0.052,4,266,0.295
1,1.044743291,0.987674492,1.478015514,0.092009956,0.782047997,1.721038655,,0.025,,0.059,4,266,0.473
1,1.268172016,0.958468266,1.478015514,0.04104745,0.782047997,1.176782248,,0.012,,0.52,4,266,0.295
1,-0.072400334,2.894423761,1.522631299,-0.009915057,0.782047997,1.312846349,NA,0.032,,0.059,4,267,0.52
1,1.268172016,0.958468266,1.567247083,-0.009915057,0.782047997,1.176782248,,0.012,,0.052,4,271,0.29
1,1.268172016,0.958468266,1.567247083,-0.009915057,0.782047997,1.176782248,,0.012,,0.052,4,271,0.295
1,1.268172016,0.958468266,1.567247083,0.04104745,0.782047997,1.176782248,,0.012,,0.052,4,271,0.295
1,1.268172016,0.798529414,1.567247083,0.04104745,0.782047997,-1.68056389,,0.012,,0.056,3,271,0.372
1,0.597885841,0.798529414,1.567247083,0.04104745,0.782047997,-1.68056389,,0.01,0.07,0.06,3,271,0.37
1,1.268172016,1.238013564,1.567247083,-0.11184007,0.782047997,-1.272371585,,0.01,,0.11,3,270,0.49
1,0.374457116,1.969559965,1.611862867,0.04104745,0.782047997,0.768589942,N/A,0.05,,0.071,3,273,0.437
1,0.151028391,1.969559965,1.611862867,0.04104745,0.782047997,0.768589942,N/A,0.05,,0.071,3,273,0.437
1,-0.072400334,1.969559965,1.611862867,0.04104745,0.782047997,0.768589942,N/A,0.05,,0.071,3,273,0.437
1,0.597885841,1.238013564,1.611862867,-0.009915057,0.782047997,-1.272371585,,0,0.044,0.044,3,273,0.468
1,0.374457116,0.798529414,1.611862867,-0.009915057,0.782047997,-1.68056389,,0.004,,0.114,3,274,0.747
1,1.268172016,0.798529414,1.611862867,-0.009915057,0.782047997,-1.68056389,,0.012,,0.114,3,274,0.746
1,1.268172016,-0.158322152,1.611862867,0.066528703,0.782047997,0.360397637,,,0.437,,2,274,0.892
1,1.268172016,0.987674492,1.701094436,0.092009956,0.782047997,1.721038655,,0.054,,0.059,4,278,0.348
1,1.044743291,0.987674492,1.701094436,0.092009956,0.782047997,1.721038655,,0.054,,0.059,4,278,0.348
1,-0.519257785,1.211588884,1.790326005,-0.020107558,-1.277345062,-1.68056389,0.05,0.31,,0.01,4,313,0.03
1,-0.74268651,1.211588884,1.790326005,-0.020107558,-1.277345062,-1.68056389,0.05,0.31,,0.01,4,313,0.03
1,-1.63640141,2.388182526,1.790326005,-0.132225072,0.782047997,-1.136307483,N/A,0.04,,0.034,5,275,0.251
1,-2.306687585,2.388182526,1.790326005,-0.218861333,0.782047997,-1.136307483,N/A,0.026,,0.044,6,275,0.376
1,-2.53011631,2.388182526,1.790326005,-0.218861333,0.782047997,-1.136307483,N/A,0.026,,0.044,6,275,0.376
1,-2.753545036,2.388182526,1.790326005,-0.218861333,0.782047997,-1.136307483,N/A,0.026,,0.044,6,275,0.376
1,0.821314566,0.819391004,1.790326005,0.04104745,0.782047997,1.721038655,NA,0.06,,0.06,3,283,0.66
1,1.044743291,0.427193123,1.834941789,0.092009956,0.782047997,0.360397637,N/A,N/A,0.36,N/A,2,282,1.765
1,0.821314566,0.959859039,1.834941789,-0.009915057,0.782047997,1.176782248,NA,0.031,,0.064,4,286,0.33
1,0.374457116,2.246323718,1.834941789,0.04104745,0.782047997,1.312846349,NA ,0.038,,0.06,4,286,0.668
1,-0.295829059,1.969559965,1.879557573,0.092009956,0.782047997,0.768589942,N/A,0.01,,0.034,4,288,0.382
1,-0.519257785,1.969559965,1.879557573,0.092009956,0.782047997,0.768589942,N/A,0.01,,0.034,4,288,0.382
1,-0.74268651,1.969559965,1.879557573,0.092009956,0.782047997,0.768589942,N/A,0.01,,0.034,4,288,0.382
1,-0.072400334,1.969559965,1.879557573,0.04104745,0.782047997,0.768589942,N/A,0.013,,0.054,4,288,0.54
1,1.268172016,0.819391004,1.879557573,-0.11184007,0.782047997,1.721038655,NA ,0.065,,0.095,3,288,0.422
1,1.268172016,0.987674492,1.879557573,0.04104745,0.782047997,-1.272371585,,0.016,,0.061,4,288,0.449
1,1.044743291,0.527328752,1.968789142,0.092009956,0.782047997,0.360397637,,0.079,,0.149,3,293,1.709
1,-0.072400334,1.969559965,2.013404926,-0.122032571,0.782047997,-0.319922872,N/A,0.013,,0.038,4,295,0.28
1,-0.295829059,1.969559965,2.013404926,-0.122032571,0.782047997,-0.319922872,N/A,0.013,,0.038,4,295,0.28
1,-0.072400334,1.969559965,2.013404926,-0.122032571,0.782047997,-0.319922872,N/A,0.02,,0.082,3,295,0.386
1,1.044743291,0.427193123,2.013404926,0.092009956,0.782047997,0.360397637,N/A,N/A,0.36,N/A,2,292,1.765
1,0.597885841,0.819391004,2.013404926,0.04104745,0.782047997,1.176782248,NA,0.117,,0.133,3,295,0.942
1,1.044743291,-0.917684006,2.058020711,-0.009915057,-1.277345062,0.360397637,0.02,0.331,0.351,NA,3,116,0.116
1,-0.314597072,2.606533828,2.058020711,-0.132225072,0.782047997,-1.272371585,NA,0,NA,0.06,4,291,0.68
1,1.268172016,2.246323718,2.058020711,0.04104745,0.782047997,1.176782248,NA,0.018,,0.07,4,298,0.665
1,1.044743291,2.246323718,2.058020711,0.04104745,0.782047997,1.176782248,NA,0.018,,0.07,4,298,0.665
1,1.268172016,0.527328752,2.058020711,0.092009956,0.782047997,0.360397637,,0.079,,0.149,3,298,1.709
1,-1.18954396,2.388182526,2.102636495,-0.060877563,0.782047997,-1.136307483,N/A,0.027,,0.023,5,295,0.162
1,-1.412972685,2.388182526,2.102636495,-0.060877563,0.782047997,-1.136307483,N/A,0.027,,0.023,5,295,0.162
1,-0.966115235,2.388182526,2.102636495,-0.060877563,0.782047997,-1.136307483,N/A,0.015,,0.024,5,295,0.162
1,-0.519257785,2.107246455,2.191868064,0.142972463,0.782047997,1.312846349,NA,0.037,,0.083,4,304,0.463
1,1.268172016,0.527328752,2.281099633,-0.009915057,0.782047997,-1.68056389,,0.09,,0.169,3,310,1.31
1,1.268172016,2.906940715,2.325715417,0.092009956,0.782047997,1.176782248,NA,0.055,,0.054,4,312,0.38
1,1.268172016,2.906940715,2.370331201,0.092009956,0.782047997,1.176782248,na,0.038,,0.058,4,314,0.419
1,1.044743291,2.906940715,2.370331201,0.092009956,0.782047997,1.176782248,NA ,0.055,,0.054,4,314,0.38
1,-1.859830135,2.244932945,2.414946986,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,6,245,0.146
1,-2.306687585,2.244932945,2.414946986,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,6,245,0.146
1,-2.53011631,2.244932945,2.414946986,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,6,245,0.146
1,-2.753545036,2.244932945,2.414946986,-0.086358816,0.782047997,-1.000243381,N/A,0.022,,0.026,6,245,0.146
1,-1.859830135,2.388182526,2.414946986,-1.656004017,0.782047997,-1.136307483,N/A,0.011,,0.047,6,275,0.58
1,-2.08325886,2.388182526,2.414946986,-0.127128822,0.782047997,-1.136307483,N/A,0.011,,0.047,6,275,0.58
1,-2.306687585,2.388182526,2.414946986,-0.127128822,0.782047997,-1.136307483,N/A,0.011,,0.047,6,275,0.58
1,-2.53011631,2.388182526,2.414946986,-0.127128822,0.782047997,-1.136307483,N/A,0.011,,0.047,6,275,0.58
1,-2.753545036,2.388182526,2.414946986,-0.127128822,0.782047997,-1.136307483,N/A,0.011,,0.047,6,275,0.58
1,0.821314566,2.906940715,2.414946986,0.092009956,0.782047997,1.176782248,NA,0.038,,0.058,4,317,0.419
1,1.268172016,0.987674492,2.414946986,0.04104745,0.782047997,-1.68056389,,0.038,,0.106,3,317,0.884
1,1.044743291,0.987674492,2.414946986,0.04104745,0.782047997,-1.68056389,,0.038,,0.106,3,317,0.884
1,-0.74268651,2.894423761,2.45956277,0.142972463,0.782047997,1.448910451,NA,0.046,,0.052,5,310,0.416
1,0.821314566,2.894423761,2.548794339,0.092009956,0.782047997,1.721038655,NA,0.04,,0.046,4,324,0.43
1,0.430314297,2.606533828,2.548794339,0.025758698,0.782047997,-1.68056389,NA,0.038,NA,0.127,3,320,0.788
1,1.268172016,0.527328752,2.548794339,-0.009915057,0.782047997,-1.68056389,,0.09,,0.169,3,324,1.31
1,-0.072400334,2.894423761,2.593410123,0.04104745,0.782047997,1.312846349,NA,0.036,,0.055,4,326,0.277
1,-0.74268651,2.894423761,2.593410123,0.092009956,0.782047997,1.312846349,NA,0.04,,0.058,4,325,0.181
1,-0.519257785,4.045983496,2.77187326,0.092009956,0.782047997,1.312846349,NA,0.053,,0.089,4,333,0.305
1,1.044743291,2.906940715,2.950336398,0.092009956,0.782047997,1.176782248,NA,0.071,,0.131,3,346,0.988
1,1.268172016,2.906940715,2.994952182,0.092009956,0.782047997,1.176782248,NA ,0.071,,0.131,3,348,0.988
1,-0.295829059,2.894423761,3.039567966,0.142972463,0.782047997,1.721038655,NA,0.053,,0.065,4,349,0.45
1,0.821314566,2.906940715,3.039567966,0.092009956,0.782047997,1.176782248,NA,0.095,,0.139,3,350,0.938
1,0.597885841,5.44649153,3.128799535,0.092009956,0.782047997,1.312846349,NA,0.028,,0.084,4,355,0.715
1,0.430314297,3.591200847,3.7980363,0.000277445,0.782047997,-1.272371585,NA,0.09,NA,0.16,3,387,2
1,-0.314597072,3.591200847,3.7980363,0.000277445,0.782047997,-1.272371585,NA,0.09,NA,0.16,3,387,2
