Age of vehicle,engine capacity (cc),Fuel consumption (metric combined),Noise level (dB(A)),fuel type,gearbox,CO2 emission (g/km)
0.615443705,-0.114771983,-0.171430563,0.146998124,-1.1847247,0.371516796,192
0.398887586,-0.114771983,-0.171430563,0.146998124,-1.1847247,0.371516796,192
-0.46733689,0.161090361,-0.171430563,-0.008898381,-1.1847247,0.371516796,190
0.453026616,-0.109170717,-0.171430563,0.089836072,-1.1847247,0.371516796,191
0.453026616,-0.390634326,-0.171430563,0.043067121,0.800217618,0.371516796,171
0.453026616,-0.390634326,-0.171430563,0.043067121,0.800217618,0.371516796,172
0.453026616,-0.665096353,-0.171430563,-0.060863882,0.800217618,0.371516796,172
-0.250780771,-0.390634326,-0.171430563,0.043067121,0.800217618,0.371516796,171
-0.250780771,-0.390634326,-0.171430563,0.043067121,0.800217618,0.371516796,172
-0.268971485,-0.38503306,-0.171430563,-0.060863882,0.800217618,0.371516796,170
1.265112061,-0.665096353,-0.171430563,0.095032623,0.800217618,0.371516796,173
1.048555943,-0.665096353,-0.171430563,-0.008898381,0.800217618,0.371516796,173
0.831999824,0.155489095,-0.171430563,0.032674021,-1.1847247,0.778232815,190
0.615443705,0.155489095,-0.171430563,0.032674021,-1.1847247,0.778232815,190
0.398887586,0.155489095,-0.171430563,0.032674021,-1.1847247,0.778232815,190
-0.034224652,0.155489095,-0.171430563,0.032674021,-1.1847247,0.778232815,190
1.265112061,0.592387832,-0.171430563,-0.008898381,-1.1847247,0.778232815,194
1.265112061,0.592387832,-0.171430563,-0.008898381,-1.1847247,0.778232815,194
-1.766673603,-0.548870086,-0.171430563,0.095032623,0.800217618,0.778232815,165
-1.983229722,-0.548870086,-0.171430563,0.095032623,0.800217618,0.778232815,165
-0.683893009,1.251936886,-0.171430563,-0.112829384,-1.1847247,1.727236859,189
0.615443705,0.592387832,-0.201573209,-0.008898381,-1.1847247,-1.797635305,192
0.182331467,0.592387832,-0.201573209,-0.008898381,-1.1847247,-1.797635305,192
-0.683893009,-0.124574198,-0.201573209,0.095032623,0.800217618,-1.797635305,167
0.398887586,-0.114771983,-0.201573209,0.095032623,-1.1847247,0.371516796,190
0.182331467,-0.114771983,-0.201573209,0.095032623,-1.1847247,0.371516796,187
0.453026616,-0.109170717,-0.201573209,0.037870571,-1.1847247,0.371516796,190
-0.250780771,-0.665096353,-0.201573209,-0.112829384,0.800217618,0.371516796,166
1.265112061,-0.665096353,-0.201573209,-0.060863882,0.800217618,0.371516796,170
-0.034224652,-0.114771983,-0.201573209,-0.008898381,-1.1847247,0.778232815,187
-0.46733689,-0.114771983,-0.201573209,0.095032623,-1.1847247,0.778232815,187
1.048555943,0.592387832,-0.201573209,0.043067121,-1.1847247,0.778232815,192
0.831999824,0.592387832,-0.201573209,0.095032623,-1.1847247,0.778232815,192
0.398887586,0.875251758,-0.201573209,-0.008898381,-1.1847247,0.778232815,190
-0.250780771,-0.38503306,-0.201573209,0.043067121,0.800217618,0.778232815,169
1.265112061,-0.138577362,-0.201573209,-0.060863882,-1.1847247,0.23594479,188
-0.683893009,1.251936886,-0.201573209,-0.112829384,-1.1847247,1.456092847,189
-2.632898079,-0.665096353,-0.231715856,-0.008898381,0.800217618,0.507088803,161
-0.034224652,-0.665096353,-0.231715856,-0.008898381,0.800217618,-1.662063299,166
-0.250780771,-0.665096353,-0.231715856,-0.008898381,0.800217618,-1.662063299,166
-0.900449128,-0.665096353,-0.231715856,-0.294708639,0.800217618,-0.306343235,159
-1.117005247,-0.665096353,-0.231715856,-0.294708639,0.800217618,-0.306343235,159
-1.333561365,-0.665096353,-0.231715856,-0.294708639,0.800217618,-0.306343235,159
-0.683893009,-0.104969767,-0.231715856,-0.008898381,0.800217618,-0.306343235,164
-0.683893009,-0.104969767,-0.231715856,-0.008898381,0.800217618,-0.306343235,165
0.453026616,-0.665096353,-0.231715856,-0.060863882,0.800217618,0.371516796,168
0.453026616,-0.665096353,-0.231715856,-0.112829384,0.800217618,0.371516796,168
0.398887586,-0.806528316,-0.231715856,0.02747747,0.800217618,0.371516796,165
1.265112061,-0.665096353,-0.231715856,-0.060863882,0.800217618,0.371516796,168
-0.034224652,-0.114771983,-0.231715856,0.043067121,-1.1847247,0.778232815,184
-0.268971485,0.221303969,-0.231715856,-0.195974186,-1.1847247,0.778232815,185
1.265112061,0.592387832,-0.231715856,-0.008898381,-1.1847247,0.778232815,189
1.265112061,0.592387832,-0.231715856,-0.008898381,-1.1847247,0.778232815,189
1.048555943,0.592387832,-0.231715856,-0.008898381,-1.1847247,0.778232815,189
-1.333561365,2.272767588,-0.231715856,-0.294708639,0.800217618,0.778232815,262
-0.683893009,-0.38503306,-0.231715856,0.095032623,0.800217618,0.778232815,165
-0.683893009,-0.38503306,-0.231715856,0.043067121,0.800217618,1.049376828,164
1.265112061,-1.503885915,-0.261858502,-0.164794885,0.800217618,-1.662063299,165
1.048555943,-1.503885915,-0.261858502,-0.164794885,0.800217618,-1.662063299,165
0.398887586,-1.024977684,-0.261858502,-0.060863882,0.800217618,-1.662063299,164
-0.034224652,-0.943759329,-0.261858502,-0.112829384,0.800217618,-1.662063299,165
-0.250780771,-0.674898568,-0.261858502,-0.112829384,0.800217618,-1.662063299,165
-0.250780771,-0.674898568,-0.261858502,-0.112829384,0.800217618,-1.662063299,165
0.398887586,-1.083790975,-0.261858502,-0.169991436,0.800217618,-1.662063299,165
-0.683893009,-0.390634326,-0.261858502,0.043067121,0.800217618,-0.306343235,158
1.265112061,0.592387832,-0.261858502,0.043067121,-1.1847247,0.778232815,186
1.265112061,-0.809328949,-0.261858502,-0.060863882,0.800217618,0.371516796,166
0.615443705,-0.809328949,-0.261858502,-0.060863882,0.800217618,0.371516796,166
0.615443705,-0.663696036,-0.261858502,-0.008898381,0.800217618,0.371516796,165
-0.250780771,-0.945159646,-0.261858502,-0.164794885,0.800217618,0.371516796,163
1.265112061,-0.956362177,-0.261858502,0.043067121,0.800217618,0.371516796,166
1.265112061,-0.956362177,-0.261858502,0.043067121,0.800217618,0.371516796,166
-0.46733689,-0.114771983,-0.261858502,0.095032623,-1.1847247,0.778232815,180
-1.117005247,-0.637090024,-0.261858502,-0.008898381,0.800217618,0.778232815,159
-0.683893009,-0.104969767,-0.261858502,-0.060863882,0.800217618,0.778232815,163
-0.250780771,-0.665096353,-0.261858502,-0.112829384,0.800217618,1.049376828,161
-0.46733689,1.251936886,-0.261858502,0.095032623,-1.1847247,1.32052084,182
-1.117005247,-0.665096353,-0.292001148,-0.112829384,0.800217618,0.507088803,159
-0.250780771,-0.961963443,-0.292001148,-0.008898381,0.800217618,-1.662063299,163
-0.46733689,-1.166409647,-0.292001148,-0.008898381,0.800217618,-1.662063299,161
-0.683893009,-0.961963443,-0.292001148,-0.008898381,0.800217618,-1.662063299,163
-0.683893009,-0.665096353,-0.292001148,-0.008898381,0.800217618,-1.662063299,159
-1.333561365,-0.665096353,-0.292001148,-0.008898381,0.800217618,-1.662063299,159
0.831999824,-1.503885915,-0.292001148,-0.164794885,0.800217618,-1.662063299,161
-0.683893009,0.221303969,-0.292001148,-0.008898381,-1.1847247,-1.119775273,178
-0.034224652,0.875251758,-0.292001148,-0.008898381,-1.1847247,-1.797635305,179
1.265112061,-0.809328949,-0.292001148,0.043067121,0.800217618,0.371516796,164
0.615443705,-0.809328949,-0.292001148,0.043067121,0.800217618,0.371516796,164
0.453026616,-0.945159646,-0.292001148,-0.112829384,0.800217618,0.371516796,159
0.398887586,-0.806528316,-0.292001148,0.02747747,0.800217618,0.371516796,162
1.265112061,-0.956362177,-0.292001148,-0.008898381,0.800217618,0.371516796,163
-0.46733689,-0.109170717,-0.292001148,0.00149472,-1.1847247,0.778232815,179
-0.268971485,-0.104969767,-0.292001148,-0.008898381,-1.1847247,0.778232815,178
0.182331467,-0.665096353,-0.292001148,0.043067121,0.800217618,0.778232815,163
1.265112061,-0.138577362,-0.292001148,-0.060863882,-1.1847247,0.23594479,179
-0.683893009,1.251936886,-0.292001148,-0.164794885,-1.1847247,1.456092847,179
-0.034224652,-0.943759329,-0.322143795,-0.112829384,0.800217618,-1.662063299,159
-0.683893009,0.221303969,-0.322143795,-0.008898381,-1.1847247,-1.119775273,176
-0.250780771,0.875251758,-0.322143795,-0.060863882,-1.1847247,-1.797635305,179
-0.683893009,-0.390634326,-0.322143795,0.043067121,0.800217618,-0.306343235,157
0.182331467,-0.124574198,-0.322143795,-0.164794885,-1.1847247,-0.035199223,177
-0.683893009,-0.669297302,-0.322143795,-0.008898381,0.800217618,-0.035199223,159
0.831999824,-0.805127999,-0.322143795,-0.112829384,0.800217618,0.371516796,160
1.048555943,-0.805127999,-0.322143795,-0.112829384,0.800217618,0.371516796,160
0.615443705,-0.805127999,-0.322143795,-0.112829384,0.800217618,0.371516796,160
0.398887586,-0.805127999,-0.322143795,-0.112829384,0.800217618,0.371516796,160
0.182331467,-0.805127999,-0.322143795,-0.112829384,0.800217618,0.371516796,160
-0.034224652,-0.805127999,-0.322143795,-0.112829384,0.800217618,0.371516796,160
-0.250780771,-0.665096353,-0.322143795,-0.112829384,0.800217618,0.371516796,162
0.453026616,-0.945159646,-0.322143795,-0.112829384,0.800217618,0.371516796,159
-0.683893009,-0.665096353,-0.322143795,0.043067121,0.800217618,0.778232815,158
-0.683893009,-0.665096353,-0.322143795,0.043067121,0.800217618,0.778232815,158
-0.250780771,-0.124574198,-0.322143795,0.095032623,-1.1847247,1.727236859,177
-0.250780771,-1.166409647,-0.352286441,-0.060863882,0.800217618,-1.662063299,161
-0.46733689,-1.166409647,-0.352286441,-0.060863882,0.800217618,-1.662063299,159
-0.683893009,-1.166409647,-0.352286441,-0.060863882,0.800217618,-1.662063299,161
-0.683893009,-1.166409647,-0.352286441,-0.060863882,0.800217618,-1.662063299,159
1.265112061,-0.247802047,-0.352286441,-0.216760387,-1.1847247,-1.25534728,178
1.048555943,-0.247802047,-0.352286441,-0.008898381,-1.1847247,-1.25534728,178
-0.683893009,0.221303969,-0.352286441,-0.008898381,-1.1847247,-1.119775273,174
-2.632898079,-0.665096353,-0.352286441,-0.112829384,0.800217618,-0.306343235,152
-0.683893009,1.251936886,-0.352286441,0.095032623,-1.1847247,0.100372784,174
0.831999824,-0.805127999,-0.352286441,-0.112829384,0.800217618,0.371516796,160
1.265112061,-0.805127999,-0.352286441,-0.112829384,0.800217618,0.371516796,158
-0.034224652,-0.665096353,-0.352286441,-0.008898381,0.800217618,0.371516796,158
-0.034224652,-0.961963443,-0.352286441,0.095032623,0.800217618,0.371516796,158
-0.250780771,-0.665096353,-0.352286441,-0.008898381,0.800217618,0.371516796,158
-0.250780771,-0.665096353,-0.352286441,-0.008898381,0.800217618,0.371516796,156
-0.46733689,-0.665096353,-0.352286441,-0.008898381,0.800217618,0.371516796,158
-0.683893009,-0.665096353,-0.352286441,-0.008898381,0.800217618,0.371516796,158
-0.900449128,-0.665096353,-0.352286441,-0.144008685,0.800217618,0.371516796,151
-1.117005247,-0.665096353,-0.352286441,-0.144008685,0.800217618,0.371516796,151
-1.333561365,-0.665096353,-0.352286441,-0.144008685,0.800217618,0.371516796,151
-1.333561365,-0.665096353,-0.352286441,-0.008898381,0.800217618,0.371516796,149
-1.333561365,-0.665096353,-0.352286441,-0.008898381,0.800217618,0.371516796,149
-0.46733689,-0.109170717,-0.352286441,-0.060863882,-1.1847247,0.778232815,174
-0.268971485,0.221303969,-0.352286441,-0.138812135,-1.1847247,0.778232815,173
1.265112061,-0.247802047,-0.352286441,0.095032623,-1.1847247,0.778232815,178
0.398887586,-0.665096353,-0.352286441,0.043067121,0.800217618,0.778232815,158
-0.250780771,-0.665096353,-0.352286441,0.043067121,0.800217618,0.778232815,158
-0.683893009,-0.40883844,-0.352286441,0.095032623,0.800217618,0.778232815,153
-0.683893009,-0.665096353,-0.352286441,-0.164794885,0.800217618,0.778232815,154
-0.683893009,-0.390634326,-0.352286441,-0.008898381,0.800217618,0.778232815,155
0.615443705,0.155489095,-0.352286441,-0.060863882,-1.1847247,0.23594479,181
0.398887586,0.155489095,-0.352286441,-0.060863882,-1.1847247,0.23594479,181
0.182331467,0.155489095,-0.352286441,-0.060863882,-1.1847247,0.23594479,181
-2.578759049,-0.38503306,-0.352286441,0.095032623,0.800217618,1.049376828,153
0.398887586,-0.247802047,-0.352286441,0.043067121,-1.1847247,1.727236859,177
-0.46733689,1.251936886,-0.352286441,0.095032623,-1.1847247,1.727236859,172
1.265112061,-0.247802047,-0.382429087,-0.216760387,-1.1847247,-1.662063299,176
1.048555943,-0.247802047,-0.382429087,-0.216760387,-1.1847247,-1.662063299,176
0.831999824,-0.247802047,-0.382429087,-0.216760387,-1.1847247,-1.662063299,176
-0.683893009,0.221303969,-0.382429087,-0.008898381,-1.1847247,-1.119775273,171
-2.578759049,-0.120373248,-0.382429087,-0.175187986,0.800217618,-1.119775273,152
-2.578759049,-0.104969767,-0.382429087,-0.164794885,0.800217618,-1.119775273,152
-0.034224652,-0.146979261,-0.382429087,-0.008898381,-1.1847247,-1.797635305,175
-1.766673603,-0.637090024,-0.382429087,-0.112829384,0.800217618,-0.306343235,153
-1.983229722,-0.637090024,-0.382429087,-0.112829384,0.800217618,-0.306343235,153
-2.199785841,-0.637090024,-0.382429087,-0.112829384,0.800217618,-0.306343235,153
-2.41634196,-0.637090024,-0.382429087,-0.112829384,0.800217618,-0.306343235,153
-2.632898079,-0.637090024,-0.382429087,-0.112829384,0.800217618,-0.306343235,153
0.453026616,-0.109170717,-0.382429087,0.079442972,-1.1847247,0.371516796,173
0.615443705,-0.663696036,-0.382429087,-0.060863882,0.800217618,0.371516796,156
-0.683893009,-0.665096353,-0.382429087,0.043067121,0.800217618,0.371516796,152
-0.683893009,-0.665096353,-0.382429087,0.043067121,0.800217618,0.371516796,153
0.182331467,-0.956362177,-0.382429087,-0.008898381,0.800217618,0.371516796,156
-0.683893009,-0.665096353,-0.382429087,-0.164794885,0.800217618,0.778232815,153
-0.683893009,-0.390634326,-0.382429087,-0.008898381,0.800217618,0.778232815,154
-2.578759049,-0.38503306,-0.382429087,0.095032623,0.800217618,1.049376828,150
1.265112061,-0.247802047,-0.412571734,-0.112829384,-1.1847247,-1.662063299,173
1.048555943,-0.247802047,-0.412571734,-0.112829384,-1.1847247,-1.662063299,173
-0.683893009,0.221303969,-0.412571734,-0.008898381,-1.1847247,-1.119775273,169
0.831999824,-1.015175469,-0.412571734,-0.164794885,0.800217618,-0.306343235,155
1.048555943,-1.015175469,-0.412571734,-0.164794885,0.800217618,-0.306343235,155
1.048555943,-0.114771983,-0.412571734,0.095032623,-1.1847247,0.371516796,169
0.831999824,-0.114771983,-0.412571734,0.095032623,-1.1847247,0.371516796,169
0.615443705,-0.114771983,-0.412571734,0.095032623,-1.1847247,0.371516796,169
1.265112061,-1.024977684,-0.412571734,-0.112829384,0.800217618,0.371516796,154
0.615443705,-1.024977684,-0.412571734,-0.112829384,0.800217618,0.371516796,154
1.265112061,-0.956362177,-0.412571734,0.043067121,0.800217618,0.371516796,154
0.182331467,-0.146979261,-0.412571734,-0.008898381,-1.1847247,0.778232815,172
1.265112061,0.155489095,-0.412571734,0.146998124,-1.1847247,0.23594479,168
1.048555943,0.155489095,-0.412571734,0.146998124,-1.1847247,0.23594479,168
0.615443705,0.155489095,-0.412571734,-0.008898381,-1.1847247,0.23594479,175
-0.250780771,-0.146979261,-0.412571734,0.095032623,-1.1847247,1.727236859,173
-0.683893009,-0.146979261,-0.412571734,0.095032623,-1.1847247,1.727236859,173
0.398887586,-1.083790975,-0.44271438,-0.102436283,0.800217618,-1.662063299,150
-1.766673603,-0.665096353,-0.44271438,-0.112829384,0.800217618,-0.306343235,145
-1.983229722,-0.665096353,-0.44271438,-0.112829384,0.800217618,-0.306343235,145
-0.034224652,-0.961963443,-0.44271438,-0.008898381,0.800217618,0.371516796,150
-0.250780771,-0.961963443,-0.44271438,0.095032623,0.800217618,0.371516796,154
-0.250780771,-0.961963443,-0.44271438,-0.008898381,0.800217618,0.371516796,150
-0.46733689,-0.961963443,-0.44271438,0.095032623,0.800217618,0.371516796,154
-0.683893009,-0.961963443,-0.44271438,0.095032623,0.800217618,0.371516796,154
1.265112061,-1.503885915,-0.44271438,-0.008898381,0.800217618,0.371516796,151
1.048555943,-1.503885915,-0.44271438,-0.008898381,0.800217618,0.371516796,149
-0.268971485,-0.104969767,-0.44271438,-0.060863882,-1.1847247,0.778232815,167
-1.424514935,-0.665096353,-0.472857026,0.043067121,0.800217618,0.778232815,143
-1.803488143,-0.665096353,-0.472857026,0.043067121,0.800217618,0.778232815,143
-0.46733689,-0.947960278,-0.472857026,-0.060863882,0.800217618,-1.662063299,146
-0.683893009,-0.947960278,-0.472857026,-0.060863882,0.800217618,-1.662063299,146
0.453026616,-0.109170717,-0.472857026,-0.060863882,-1.1847247,0.371516796,165
0.615443705,-1.024977684,-0.472857026,-0.008898381,0.800217618,0.371516796,150
0.615443705,-1.024977684,-0.472857026,-0.112829384,0.800217618,0.371516796,150
-0.034224652,-0.943759329,-0.472857026,-0.008898381,0.800217618,0.371516796,146
-0.250780771,-0.674898568,-0.472857026,-0.008898381,0.800217618,0.371516796,152
-0.250780771,-0.674898568,-0.472857026,-0.008898381,0.800217618,0.371516796,152
-0.250780771,0.221303969,-0.472857026,0.01188782,-1.1847247,0.778232815,164
-0.250780771,0.221303969,-0.472857026,0.043067121,-1.1847247,0.778232815,163
0.398887586,0.155489095,-0.472857026,-0.008898381,-1.1847247,0.23594479,170
0.182331467,0.155489095,-0.472857026,-0.008898381,-1.1847247,0.23594479,170
-0.683893009,-0.665096353,-0.472857026,-0.112829384,0.800217618,1.049376828,146
1.265112061,-0.247802047,-0.472857026,-2.451276955,-1.1847247,1.727236859,167
-0.683893009,-0.146979261,-0.472857026,-0.008898381,-1.1847247,1.727236859,164
-0.683893009,-0.146979261,-0.472857026,0.095032623,-1.1847247,1.727236859,163
-0.034224652,-1.382058382,-0.502999673,-0.060863882,0.800217618,-1.662063299,145
1.265112061,-1.505286231,-0.502999673,-0.268725889,0.800217618,-0.306343235,149
1.048555943,-1.505286231,-0.502999673,-0.268725889,0.800217618,-0.306343235,149
-1.424514935,-0.665096353,-0.502999673,0.043067121,0.800217618,-0.306343235,142
-1.803488143,-0.665096353,-0.502999673,0.043067121,0.800217618,-0.306343235,142
0.182331467,-0.121773565,-0.502999673,-0.060863882,-1.1847247,-0.035199223,165
0.398887586,-0.114771983,-0.502999673,0.095032623,-1.1847247,0.371516796,160
0.453026616,-0.109170717,-0.502999673,0.01708437,-1.1847247,0.371516796,161
0.831999824,-1.503885915,-0.502999673,-0.008898381,0.800217618,0.371516796,146
-0.250780771,-0.947960278,-0.502999673,-0.060863882,0.800217618,0.371516796,145
1.048555943,-0.956362177,-0.502999673,-0.060863882,0.800217618,0.371516796,146
0.615443705,0.155489095,-0.502999673,0.043067121,-1.1847247,0.778232815,161
0.398887586,0.155489095,-0.502999673,0.043067121,-1.1847247,0.778232815,164
-0.034224652,-0.114771983,-0.502999673,-0.060863882,-1.1847247,0.778232815,163
-0.46733689,-0.114771983,-0.502999673,-0.008898381,-1.1847247,0.778232815,163
-0.034224652,-0.146979261,-0.502999673,-0.008898381,-1.1847247,0.778232815,160
-0.250780771,0.221303969,-0.502999673,0.043067121,-1.1847247,0.778232815,161
0.831999824,-1.015175469,-0.502999673,-0.112829384,0.800217618,0.23594479,147
1.048555943,-1.015175469,-0.502999673,-0.112829384,0.800217618,0.23594479,147
0.182331467,-0.146979261,-0.502999673,-0.008898381,-1.1847247,1.727236859,165
-0.250780771,-0.687501416,-0.533142319,-0.008898381,-1.1847247,-1.662063299,159
0.615443705,-0.247802047,-0.533142319,-0.008898381,-1.1847247,-1.797635305,162
-2.199785841,-0.665096353,-0.533142319,0.043067121,0.800217618,-0.306343235,139
-2.41634196,-0.665096353,-0.533142319,0.043067121,0.800217618,-0.306343235,139
0.831999824,-0.812129581,-0.533142319,0.095032623,-1.1847247,0.371516796,158
0.398887586,-0.812129581,-0.533142319,0.095032623,-1.1847247,0.371516796,158
0.453026616,-0.109170717,-0.533142319,-0.008898381,-1.1847247,0.371516796,158
-1.550117484,-0.665096353,-0.533142319,-0.008898381,0.800217618,0.371516796,139
-2.41634196,-0.665096353,-0.533142319,-0.008898381,0.800217618,0.371516796,138
